hasName,hasLocation,hasAddress,hasLandmark,latitude,longitude,hasPrice,hasPhone,hasService
Khushboo Electrical Service,Bangalore,"No 12, 1st Cross, Marathahalli, Bangalore - 560037, Near Brand Factory",BrandFactory,31.3901,307.3134131,999,2552760918,Electrician
MNC ELECTRICALS,Bangalore,"No 5, Doddathogur Main Road, Electronic City, Bangalore - 560100, Near Panchayati Office",,85.0186,923.7031992,1907,9940773694,Electrician
Srinivasa Electrician,Bangalore,"No 325, Sanjay Gandhi Nagar, Lakshmi Devi Nagar-Nandini Layout, Bangalore - 560096, Near Kotak Mahindra Bank and Rajkumar Samadhi",tak Mahindra Bank and Rajkumar Samadhi,63.6341,964.8443248,1812,1132961932,Electrician
All In One Electrician 24 7,Bangalore,"No 470, 13th Cross, 2nd Stage, Indiranagar, Bangalore - 560038, Near Bus Depot",,63.3884,786.6028038,963,8075661239,Electrician
Sri Lakshmidevi Electrician,Bangalore,"No 1 Appajiappa Bulding, Hongasandra, Bangalore - 560068, Near Anjinaya Temple",,8.5328,934.328788,1018,9927060269,Electrician
Sharif Electrician,Bangalore,"No 1258, Arabic College, Bangalore - 560045, Near Arabic College",,46.0987,358.0943379,1332,9571923199,Electrician
Essar Electricals,Bangalore,"No.36,Susannidhi, Balaji Layout,6th Cross, Badrappa Layout, Bangalore - 560094, Near G R  Kalyana Mantapa",KalyanaMantapa,32.0692,451.9215547,1960,5481815505,Electrician
Gowtham Electrician,Bangalore,"No 1322 1st Main, 9th Cross, Rajendra Nagar, Bangalore - 560047, Near  Koramangala Passport Office", Office,49.9864,34.25224261,1702,4326643434,Electrician
Uday Electrical Service,Bangalore,"No 19/2, Damodar Mudaliar Street, Ulsoor, Bangalore - 560008, Near Raghavendra Temple",Raghavendra Temple,27.1939,802.2388334,1644,8314006007,Electrician
Anupama Electricals Enterpr..,Bangalore,"No 25 , 1st Cross 2main, Mathru Layout, Yelahanka, bangalore - 560064, Near Mother Dairy Circle",Circle,99.6046,286.2752527,734,1512598111,Electrician
Svn Electricals,Bangalore,"No 12, 6th Cross, Subramanya Layout, Ramamurthy Nagar, Bangalore - 560016, Near Old Police Station, Opposite Uttam Sagar Hotel",Sagarr Hotel,87.5383,306.5363136,1535,9689668279,Electrician
MNC ELECTRICALS,Bangalore,"No 5, Doddathogur Main Road, Electronic City, Bangalore - 560100, Near Panchayati Office",,78.0907,177.3570514,1743,8553183546,Electrician
Srinivasa Electrician,Bangalore,"No 325, Sanjay Gandhi Nagar, Lakshmi Devi Nagar-Nandini Layout, Bangalore - 560096, Near Kotak Mahindra Bank and Rajkumar Samadhi",tak Mahindra Bank and Rajkumar Samadhi,50.3629,466.517771,1367,2152122969,Electrician
All In One Electrician 24 7,Bangalore,"No 470, 13th Cross, 2nd Stage, Indiranagar, Bangalore - 560038, Near Bus Depot",,89.6989,986.5209583,1061,5917004940,Electrician
Sri Lakshmidevi Electrician,Bangalore,"No 1 Appajiappa Bulding, Hongasandra, Bangalore - 560068, Near Anjinaya Temple",,77.8919,508.5800892,1053,9927046566,Electrician
Sharif Electrician,Bangalore,"No 1258, Arabic College, Bangalore - 560045, Near Arabic College",,50.6822,247.0738126,1549,3206212046,Electrician
Essar Electricals,Bangalore,"No.36,Susannidhi, Balaji Layout,6th Cross, Badrappa Layout, Bangalore - 560094, Near G R  Kalyana Mantapa",KalyanaMantapa,15.5546,976.2788927,1114,6932591078,Electrician
Gowtham Electrician,Bangalore,"No 1322 1st Main, 9th Cross, Rajendra Nagar, Bangalore - 560047, Near  Koramangala Passport Office", Office,77.9079,188.9918617,516,5736126241,Electrician
Uday Electrical Service,Bangalore,"No 19/2, Damodar Mudaliar Street, Ulsoor, Bangalore - 560008, Near Raghavendra Temple",Raghavendra Temple,36.0404,367.2336558,1051,8600209628,Electrician
Anupama Electricals Enterpr..,Bangalore,"No 25 , 1st Cross 2main, Mathru Layout, Yelahanka, bangalore - 560064, Near Mother Dairy Circle",Circle,71.0205,295.0394379,566,4473243024,Electrician
Svn Electricals,Bangalore,"No 12, 6th Cross, Subramanya Layout, Ramamurthy Nagar, Bangalore - 560016, Near Old Police Station, Opposite Uttam Sagar Hotel",Sagarr Hotel,35.5142,854.6932969,1516,7970205032,Electrician
Venkatesh Electrical Servic..,Bangalore,"No 1 ,3rd Cross, Sanjeevininagara,Madalapalya Main Road, Nagarbhavi, Bangalore - 560072, Near By Sai Baba Temple",Baba Temple,88.9857,196.483623,1754,855420229,Electrician
Malikarjuna Swamy Enterpris..,Bangalore,"No 32, 2nd Cross,Chansandra Main Road, Whitefield, Bangalore - 560066, Near Nagondanahalli Water Tank",Waterer Tank,80.1094,65.6625943,1854,9680271604,Electrician
Vinayaka Electricians And C..,Bangalore,"#350, 5th Cross, Lakshmi Layout,Arekere, Bannerghatta Road, Bangalore - 560076, Near Mico Layout Bus Stop",Bus Stop,3.8864,799.0781578,1887,1723301835,Electrician
Shree Guru Raghavendra Ente..,Bangalore,"10b, 1st Main 1cross, T Dasarahalli, Bangalore - 560057, Sri Vidyaniketan English School",,81.1581,88.22903389,506,1741458800,Electrician
Jagannath Multiple Works,Bangalore,"Veersandra, Electronic City Phase 1, Bangalore - 560100, Near Sbi Bank",,21.0996,350.0544493,977,547529967,Electrician
Infinite Seva,Bangalore,"No 578/a, 6Th Cross, Hal 3rd Stage, Opp to Manipal Road, Kodihalli, Indiranagar, Bangalore - 560008, Near Udupi Hotel","Indiranagar, Bangalore - 560008, Near Udupi Hotel",81.6414,200.6341876,505,8397091699,Electrician
Sai Electricals,Bangalore,"No. 20 New High School Road, VV Puram, Basavanagudi, Bangalore - 560004, Near Metro Station",,24.1073,329.8439348,1840,8353736463,Electrician
Gk Enterprises,Bangalore,"No 3754, 50 Feet Road,14 Th Cross,Kumaraswamy Layout, Bangalore - 560111, Near 15 F Bus Stop",15 F Bus Stop,7.1776,286.076144,533,8206268739,Electrician
Ksv Electricals,Bangalore,"Guruswamy Mata, Ulsoor, Bangalore - 560008, Near Metro Station",,70.5651,768.3035097,1135,3320218253,Electrician
Bmrg Enterprises,Bangalore,"RMV 2nd Stage, Sanjay Nagar, Bangalore - 560094",,5.9815,998.8016901,891,9383099322,Electrician
Venkatesh Electrical Servic..,Bangalore,"No 1 ,3rd Cross, Sanjeevininagara,Madalapalya Main Road, Nagarbhavi, Bangalore - 560072, Near By Sai Baba Temple",Baba Temple,89.749,7.914346547,1621,4030277675,Electrician
Malikarjuna Swamy Enterpris..,Bangalore,"No 32, 2nd Cross,Chansandra Main Road, Whitefield, Bangalore - 560066, Near Nagondanahalli Water Tank",Waterer Tank,42.6646,345.1890486,1188,8878794849,Electrician
Vinayaka Electricians And C..,Bangalore,"#350, 5th Cross, Lakshmi Layout,Arekere, Bannerghatta Road, Bangalore - 560076, Near Mico Layout Bus Stop",Bus Stop,42.7945,683.8326381,591,3363085420,Electrician
Shree Guru Raghavendra Ente..,Bangalore,"10b, 1st Main 1cross, T Dasarahalli, Bangalore - 560057, Sri Vidyaniketan English School",,73.7424,410.366361,1038,9346700901,Electrician
Jagannath Multiple Works,Bangalore,"Veersandra, Electronic City Phase 1, Bangalore - 560100, Near Sbi Bank",,99.3905,901.6501863,1553,3882762408,Electrician
Infinite Seva,Bangalore,"No 578/a, 6Th Cross, Hal 3rd Stage, Opp to Manipal Road, Kodihalli, Indiranagar, Bangalore - 560008, Near Udupi Hotel","Indiranagar, Bangalore - 560008, Near Udupi Hotel",70.1847,51.62532653,1881,1593504624,Electrician
Sai Electricals,Bangalore,"No. 20 New High School Road, VV Puram, Basavanagudi, Bangalore - 560004, Near Metro Station",,30.8168,180.0828383,1530,4176709999,Electrician
Gk Enterprises,Bangalore,"No 3754, 50 Feet Road,14 Th Cross,Kumaraswamy Layout, Bangalore - 560111, Near 15 F Bus Stop",15 F Bus Stop,83.3667,984.9364431,544,9271447168,Electrician
Ksv Electricals,Bangalore,"Guruswamy Mata, Ulsoor, Bangalore - 560008, Near Metro Station",,81.8325,163.8624588,1984,8963185326,Electrician
Bmrg Enterprises,Bangalore,"RMV 2nd Stage, Sanjay Nagar, Bangalore - 560094",,39.163,789.1796209,805,6718295654,Electrician
Total Electricals,Bangalore,"Kammanahalli, Bangalore - 560043, Near Empire Hotel",,26.6885,870.8273194,1800,3891426203,Electrician
HKT Management Services,Bangalore,"Kariyammana Agrahara Road, Kariyammana Agrahara, Bangalore - 560103, Opposite Banyan Tree Apartment",partment,65.284,35.65186446,560,3988054019,Electrician
Minchu,Bangalore,"No.345/21, 28th Main , 38th Cross, Jayanagar 9th Block, Bangalore - 560069, Bank Of Baroda ATM",Of Baroda ATM,52.828,47.04155391,662,731344343,Electrician
Sri Ranganatha Electrical S..,Bangalore,"No 17/1, 5th Main,Industrial Town, Vijayanagar, Bangalore - 560010, Near Fire Station",,37.2673,451.5167216,1779,524695298,Electrician
Mathaji Electrical & Electr..,Bangalore,"Door No 19, 3rd Cross, 27th Main Somasundarapalya HSR LAYOUT, HSR Layout, Bangalore - 560102, Near Madeena Masjid","560102, Near Madeena Masjid",54.8767,327.9734896,804,8325460069,Electrician
M P Electricals,Bangalore,"No.171, Seppings Road, Shivaji Nagar, Bangalore - 560001, Near Coles Park",,24.7008,559.4089801,1090,8784528200,Electrician
Muneshwara Electricals,Bangalore,"MUNESHWARA ELECTRICALS, 12/A 1st Main Road GMR Layout RMV 2nd Stage,Geddalahalli, Sanjay Nagar, Bangalore - 560094, Essar Petrol Pump",,82.337,284.1015055,705,9523693271,Electrician
Muneshwara Electricals,Bangalore,"No 592, 4th Main 3rd Cross, Basaveshwara Nagar, Bangalore - 560079, Near Gowtham School",,26.1545,819.2498015,1094,6373484394,Electrician
Varamahalakshmi Electrical,Bangalore,"No 7, 1st Cross, Ramakrishna Layout, Nagarbhavi, Bangalore - 560072, Near Indira Canteen",IndiraCanteen,6.3848,300.2720175,1053,7020439954,Electrician
Guru Raghavendra Electrical..,Bangalore,"No   32/A, 7th Main, Sriram Nagar, Ittamadu, Banashankari 3rd Stage, Bangalore - 560085",,32.563,828.313965,1369,5862510180,Electrician
Muneshwara Electricals,Bangalore,"MUNESHWARA ELECTRICALS, 12/A 1st Main Road GMR Layout RMV 2nd Stage,Geddalahalli, Sanjay Nagar, Bangalore - 560094, Essar Petrol Pump",,88.4749,475.5043553,722,5419553267,Electrician
Muneshwara Electricals,Bangalore,"No 592, 4th Main 3rd Cross, Basaveshwara Nagar, Bangalore - 560079, Near Gowtham School",,87.4916,750.6100879,1644,5010268070,Electrician
Varamahalakshmi Electrical,Bangalore,"No 7, 1st Cross, Ramakrishna Layout, Nagarbhavi, Bangalore - 560072, Near Indira Canteen",IndiraCanteen,87.6752,952.7733833,1098,7131263546,Electrician
Guru Raghavendra Electrical..,Bangalore,"No   32/A, 7th Main, Sriram Nagar, Ittamadu, Banashankari 3rd Stage, Bangalore - 560085",,6.5582,548.4866063,563,9620990243,Electrician
Vishal Electrician,Delhi,"T 247, Baljeet Nagar, Patel Nagar, Delhi - 110008, Kamal Sweets , Baljeet Nagar",,85.0346,302.6500015,553,8877569520,Electrician
Jkm Construction,Delhi,"D-2, Jangpura Extention, Delhi - 110014, Near Sanatam Dharam Mandir",,55.8256,838.8372908,1051,6847265447,Electrician
A J Electrical,Delhi,"NG - 281/2, MATKE WALI GALI, Paschim Vihar, Delhi - 110063, JAWALA HERI MARKET",HERI MARKET,91.9661,852.7451602,1039,2184101392,Electrician
Krishna Electricals,Delhi,"Shop No.A-153, Gulab Bhag, Metro Pillar No. 750, Dwarka More, Delhi - 110059, Near Dwarka More Metro Station",MetroStation,11.3092,532.519773,1537,2828808410,Electrician
Kumar Electronics and Home ..,Delhi,"Sector 45, Gurgaon Sector 45, Gurgaon, Gurgaon - 122001, Near Ramada Hotel",Ramadaa Hotel,59.5855,685.1328403,1860,2285959046,Electrician
Bablu Electricals,Delhi,"Shop No-7 Tara Complex, Matke Wali Gali, Paschim Vihar, Delhi - 110063, Opposite Vodafone Store",tore,9.3899,667.5404109,944,6873698821,Electrician
Indersingh Electrician,Delhi,"Shop No-1,Plot No-14, Faridabad Nit, Faridabad - 121001, Near Dr L D Arora",D Arora,72.1722,688.0714758,848,1308463517,Electrician
Perfect Electrician,Delhi,"A Block 112 Indirapuram, Ghaziabad - 201014, Jaipuria Mall",,36.751,381.6356886,1469,7105073814,Electrician
Mohit Electricals,Delhi,"Shop No.725 G, Kala Pathar Road, Nyay Khand 2-Indirapuram, Ghaziabad - 201014, Near Aditya Mall",Mall,16.8951,334.0571396,1678,7350150117,Electrician
Coral Reef,Delhi,"Shop No 5, Main Golf Course Extension Road, Gurgaon, Gurgaon - 122001, Near Badsahpur Red Lights",ights,32.6962,139.9592063,867,8463665733,Electrician
Naresh Kumar Electriacals,Delhi,"Shop  No-509/A, Gali Number 5A, Govind Puri-Kalkaji, Delhi - 110019, Near C Laal Chowk",Laall Chowk,74.0086,41.44462409,984,2175136901,Electrician
Verma Electrical,Delhi,"Gurgaon Sector 85, Gurgaon - 122051, Sikandarpura Badha",,51.2426,946.299224,953,2906936490,Electrician
D S Electricals,Delhi,"J4/40, Shop No - 7, Khirkhi Extension, Malviya Nagar, Delhi - 110017, Near Krishna Mandir",Mandir,80.2474,206.2151956,1217,9026119098,Electrician
Metro Air Conditioner & Ele..,Delhi,"Shop No-201A Mahavir Enclave Part-2, Gali No-6, Janakpuri, Delhi - 110058, Main Dabri",,2.4921,182.0363288,1494,7420984890,Electrician
Hi-Tech Engineers,Delhi,"Office Address S-1/205, Gali Number -2, Tilak Nagar, Delhi - 110018, Old Mahaveer Nagar, Near 20 Block,","Mahaveer Nagar, Near 20 Block,",66.898,976.9936205,1247,1217810557,Electrician
Mahadev Electrical,Delhi,"Gali No 2, Jagat Puri, Delhi - 110051, ANARKALI GARDEN",,78.6718,39.32212714,865,235529539,Electrician
Abhishek Kumar Electrical S..,Delhi,"156 Kataria House, Bajgera, Palam Vihar, Gurgaon - 122017, Palam Vihar",,52.7105,486.1690877,1826,5474864143,Electrician
Amit Electrical,Delhi,"Shop No 1, Main Road, Noida Sector 77, Noida - 201304, Near Wine Shop",Winene Shop,35.2651,310.5630345,909,3996187236,Electrician
Rahul Electrician,Delhi,"Shop No 55-56, Patparganj, Delhi - 110092",Patparganj 110092,3.8974,164.7899091,1266,9837508281,Electrician
Bunty Electrician Contracto..,Delhi,"W-167/24, Harijan Colony, Tilak Nagar, Delhi - 110018, Near Police Chowki",Police Chowki,44.9232,693.5295121,1183,4172229804,Electrician
Naresh Kumar Electriacals,Delhi,"Shop  No-509/A, Gali Number 5A, Govind Puri-Kalkaji, Delhi - 110019, Near C Laal Chowk",Laall Chowk,16.2113,711.6374359,1556,6682871206,Electrician
Verma Electrical,Delhi,"Gurgaon Sector 85, Gurgaon - 122051, Sikandarpura Badha",,56.1225,381.6717508,805,3802089784,Electrician
D S Electricals,Delhi,"J4/40, Shop No - 7, Khirkhi Extension, Malviya Nagar, Delhi - 110017, Near Krishna Mandir",Mandir,33.4799,846.6328105,965,1711973148,Electrician
Metro Air Conditioner & Ele..,Delhi,"Shop No-201A Mahavir Enclave Part-2, Gali No-6, Janakpuri, Delhi - 110058, Main Dabri",,78.3497,978.0502559,1844,5929519115,Electrician
Hi-Tech Engineers,Delhi,"Office Address S-1/205, Gali Number -2, Tilak Nagar, Delhi - 110018, Old Mahaveer Nagar, Near 20 Block,","Mahaveer Nagar, Near 20 Block,",5.3083,584.2939305,927,944775286,Electrician
Mahadev Electrical,Delhi,"Gali No 2, Jagat Puri, Delhi - 110051, ANARKALI GARDEN",,65.4534,278.8834148,507,6040810739,Electrician
Abhishek Kumar Electrical S..,Delhi,"156 Kataria House, Bajgera, Palam Vihar, Gurgaon - 122017, Palam Vihar",,73.7151,691.10402,607,1947001440,Electrician
Amit Electrical,Delhi,"Shop No 1, Main Road, Noida Sector 77, Noida - 201304, Near Wine Shop",Winene Shop,14.4066,514.6081056,1896,5165688412,Electrician
Rahul Electrician,Delhi,"Shop No 55-56, Patparganj, Delhi - 110092",Patparganj 110092,93.6831,200.2018927,669,7591935220,Electrician
Bunty Electrician Contracto..,Delhi,"W-167/24, Harijan Colony, Tilak Nagar, Delhi - 110018, Near Police Chowki",Police Chowki,69.2368,689.4319637,1647,256399284,Electrician
Rajeev Sharma Industrial El..,Delhi,"F-81, Gali-81, Uttam Nagar, Delhi - 110059, Near Bindapur Old Thana",Oldd Thana,39.9297,256.3912395,1212,3544239520,Electrician
Jaiswal Electrical,Delhi,"Shop No. G -81, West Patel Nagar, Delhi - 110008, Near Chatri Park",,12.7717,960.899553,1038,5721173664,Electrician
Ajay Electrical And Civil W..,Delhi,"Rz E1/A, Mahavir Enclave, Delhi - 110045, Near Fit I'M Gym N Spa",,44.0619,492.1504758,1691,8304766458,Electrician
Ak Power Solutions,Delhi,"House No. 543, Shiv Park, Khora Colony, Noida - 201309, Opposite Sunrise Public School",,5.206,5.511397295,961,7652895261,Electrician
Viraj Electricals,Delhi,"Building No 50, Gali Number 1 Saidulajab, Saket, Delhi - 110017, Near Saket Metro",Sakett Metro,63.6008,500.566517,923,2662553894,Electrician
Electrician On Call,Delhi,"M-15 Lajpat Nagar 3, Lajpat Nagar 3, Delhi - 110024",,70.2276,407.5771963,654,1092189090,Electrician
Anil Electricals,Delhi,"Plot Number  25-26,, Friends Enclave,, Shahberi, Ghaziabad - 201009, Near Modern Public School",Public School,38.8922,271.6216636,1785,3459548529,Electrician
Rana Electricals,Delhi,"Bani Squre, Gurgaon Sector 49, Gurgaon - 122018, Near SS Plaza",,80.4457,744.5776319,1482,2527003219,Electrician
Sarvesh Electricion,Delhi,"Plot No -210, Gali No -22, Delhi - 110078, Near Metro  Station",MetroStation,44.8843,624.5219765,1690,4936361827,Electrician
Dev Electricals,Delhi,"28/94 Gali No 14 Nr Shiv Mandir, Vishwas Nagar-Shahdara, Delhi - 110032, Shiv Mandir",Shiv Mandir,12.7347,357.4020766,747,4555541719,Electrician
Rajeev Sharma Industrial El..,Delhi,"F-81, Gali-81, Uttam Nagar, Delhi - 110059, Near Bindapur Old Thana",Oldd Thana,5.6173,519.5846428,1535,5989626103,Electrician
Jaiswal Electrical,Delhi,"Shop No. G -81, West Patel Nagar, Delhi - 110008, Near Chatri Park",,77.6206,252.7145604,1536,7147917286,Electrician
Ajay Electrical And Civil W..,Delhi,"Rz E1/A, Mahavir Enclave, Delhi - 110045, Near Fit I'M Gym N Spa",,96.7614,362.8733277,1295,4322989000,Electrician
Ak Power Solutions,Delhi,"House No. 543, Shiv Park, Khora Colony, Noida - 201309, Opposite Sunrise Public School",,29.4249,184.5517961,1732,6142309280,Electrician
Viraj Electricals,Delhi,"Building No 50, Gali Number 1 Saidulajab, Saket, Delhi - 110017, Near Saket Metro",Sakett Metro,2.5248,634.4284383,1422,4154970389,Electrician
Electrician On Call,Delhi,"M-15 Lajpat Nagar 3, Lajpat Nagar 3, Delhi - 110024",,13.5577,471.0203965,639,4083023069,Electrician
Anil Electricals,Delhi,"Plot Number  25-26,, Friends Enclave,, Shahberi, Ghaziabad - 201009, Near Modern Public School",Public School,57.4932,110.6483615,1440,5631560922,Electrician
Rana Electricals,Delhi,"Bani Squre, Gurgaon Sector 49, Gurgaon - 122018, Near SS Plaza",,99.8955,201.7992559,1468,6407645012,Electrician
Sarvesh Electricion,Delhi,"Plot No -210, Gali No -22, Delhi - 110078, Near Metro  Station",MetroStation,63.1684,39.45345378,891,5911794843,Electrician
Dev Electricals,Delhi,"28/94 Gali No 14 Nr Shiv Mandir, Vishwas Nagar-Shahdara, Delhi - 110032, Shiv Mandir",Shiv Mandir,24.2827,736.4779628,2000,2868867370,Electrician
J K Electricals,Delhi,"Shop No. 7, Main Road, Gyan Khand 4-indirapuram, Ghaziabad - 201014",indirapuram 201014,59.6522,779.5228303,743,1906788119,Electrician
Shree Shyam Electrician and..,Delhi,"N H 8, Gurgaon Sector 83, Gurgaon - 122004, Near Rampura Flyover",RampuraFlyover,89.3546,648.1265091,1545,5126492483,Electrician
Najim Electrical,Delhi,"Shop No 70, Carterpuri, Palam Vihar, Gurgaon - 122017, Near McDonald's",,5.9698,238.1771897,1914,5714301153,Electrician
Mehta Electricals,Delhi,"Rz-74 Jain Colony Part 1, Shukar Bazar Road, Uttam Nagar West, Delhi - 110059",110059,16.5556,437.9560141,992,9034865366,Electrician
Vishnu Electrical,Delhi,"Shop Number C 239, Ashok Vihar 2, Delhi - 110052, Near Auto Alena Company",AlenaCompany,97.9332,28.89141375,1256,3708060836,Electrician
Piyush Electrical,Delhi,"Kailash Bhagat, 468,Silokhra, Gurgaon Sector 31, Gurgaon - 122001",Sector 122001,51.2159,841.324421,1180,1264430564,Electrician
Gurunanak Electricals,Delhi,"Plot No. A2/42, Gupta Palace, 1st Floor 121, Rajouri Garden, Delhi - 110027",,30.1604,62.63721078,1947,7449815245,Electrician
Md Sohail Electricians,Delhi,"House No 4, Gurgaon Sector 52, Gurgaon - 122002, Indera Colony",Indera Colony,73.6396,409.9613438,1766,9283661097,Electrician
M S Electrical,Delhi,"C-7, Street No-9, Krishna Nagar East, Delhi - 110051",East 110051,34.6695,524.6246916,1745,2991205303,Electrician
Pc Electrical Works,Delhi,"A-233 Sector-69, Transport Nagar, Noida Sector 69, Noida - 201307",,99.7636,476.1488524,1623,1679404839,Electrician
Piyush Electrical,Delhi,"Kailash Bhagat, 468,Silokhra, Gurgaon Sector 31, Gurgaon - 122001",Sector 122001,62.793,782.0091278,871,7728824843,Electrician
Gurunanak Electricals,Delhi,"Plot No. A2/42, Gupta Palace, 1st Floor 121, Rajouri Garden, Delhi - 110027",,27.6068,477.0844933,1624,4938597042,Electrician
Md Sohail Electricians,Delhi,"House No 4, Gurgaon Sector 52, Gurgaon - 122002, Indera Colony",Indera Colony,35.775,206.370047,1462,4245002172,Electrician
M S Electrical,Delhi,"C-7, Street No-9, Krishna Nagar East, Delhi - 110051",East 110051,41.5141,31.60166968,899,4574618404,Electrician
Pc Electrical Works,Delhi,"A-233 Sector-69, Transport Nagar, Noida Sector 69, Noida - 201307",,41.5141,31.60166968,899,4574618404,Electrician
